date,views,lang
2023-05-25,7,sl
2023-05-26,6,sl
2023-05-27,4,sl
2023-05-28,6,sl
2023-05-29,6,sl
2023-05-30,8,sl
2023-05-31,7,sl
2023-06-01,3,sl
2023-06-02,6,sl
2023-06-03,3,sl
2023-06-04,6,sl
2023-06-05,7,sl
2023-06-06,6,sl
2023-06-07,8,sl
2023-06-08,4,sl
2023-06-09,6,sl
2023-06-10,4,sl
2023-06-11,2,sl
2023-06-12,3,sl
2023-06-13,6,sl
2023-06-14,8,sl
2023-06-15,5,sl
2023-06-16,6,sl
2023-06-17,5,sl
2023-06-18,15,sl
2023-06-19,9,sl
2023-06-20,4,sl
2023-06-21,11,sl
2023-06-22,2,sl
2023-06-23,8,sl
2023-06-24,9,sl
2023-06-25,12,sl
2023-06-26,3,sl
2023-06-27,8,sl
2023-06-28,5,sl
2023-06-29,3,sl
2023-06-30,7,sl
2023-07-01,7,sl
2023-07-02,3,sl
2023-07-03,8,sl
2023-07-04,5,sl
2023-07-05,2,sl
2023-07-06,3,sl
2023-07-07,3,sl
2023-07-08,7,sl
2023-07-09,4,sl
2023-07-10,2,sl
2023-07-11,3,sl
2023-07-12,5,sl
2023-07-13,7,sl
2023-07-14,6,sl
2023-07-15,4,sl
2023-07-16,4,sl
2023-07-17,3,sl
2023-07-18,5,sl
2023-07-19,5,sl
2023-07-20,4,sl
2023-07-21,5,sl
2023-07-22,3,sl
2023-07-23,3,sl
2023-07-24,3,sl
2023-07-25,2,sl
2023-07-26,3,sl
2023-07-27,4,sl
2023-07-28,3,sl
2023-07-29,3,sl
2023-07-30,4,sl
2023-07-31,5,sl
2023-08-01,30,sl
2023-08-02,9,sl
2023-08-03,11,sl
2023-08-04,6,sl
2023-08-05,2,sl
2023-08-06,6,sl
2023-08-07,8,sl
2023-08-08,2,sl
2023-08-09,6,sl
2023-08-10,4,sl
2023-08-11,4,sl
2023-08-12,6,sl
2023-08-13,7,sl
2023-08-14,1,sl
2023-08-15,5,sl
2023-08-16,3,sl
2023-08-17,4,sl
2023-08-18,4,sl
2023-08-19,2,sl
2023-08-20,6,sl
2023-08-21,3,sl
2023-08-22,7,sl
2023-08-23,8,sl
2023-08-24,6,sl
2023-08-25,8,sl
2023-08-26,4,sl
2023-08-27,5,sl
2023-08-28,7,sl
2023-08-29,6,sl
2023-08-30,10,sl
2023-08-31,8,sl
2023-09-01,1,sl
2023-09-02,2,sl
2023-09-03,4,sl
2023-09-04,3,sl
2023-09-05,8,sl
2023-09-06,6,sl
2023-09-07,6,sl
2023-09-08,10,sl
2023-09-09,5,sl
2023-09-10,4,sl
2023-09-11,10,sl
2023-09-12,8,sl
2023-09-13,12,sl
2023-09-14,7,sl
2023-09-15,4,sl
2023-09-16,3,sl
2023-09-17,3,sl
2023-09-18,22,sl
2023-09-19,8,sl
2023-09-20,11,sl
2023-09-21,37,sl
2023-09-22,44,sl
2023-09-23,24,sl
2023-09-24,21,sl
2023-09-25,29,sl
2023-09-26,11,sl
2023-09-27,33,sl
2023-09-28,48,sl
2023-09-29,65,sl
2023-09-30,31,sl
2023-10-01,13,sl
2023-10-02,6,sl
2023-10-03,6,sl
2023-10-04,1,sl
2023-10-05,6,sl
2023-10-06,10,sl
2023-10-07,5,sl
2023-10-08,3,sl
2023-10-09,47,sl
2023-10-10,9,sl
2023-10-11,9,sl
2023-10-12,14,sl
2023-10-13,10,sl
2023-10-14,5,sl
2023-10-15,5,sl
2023-10-16,9,sl
2023-10-17,10,sl
2023-10-18,12,sl
2023-10-19,4,sl
2023-10-20,4,sl
2023-10-21,18,sl
2023-10-22,4,sl
2023-10-23,13,sl
2023-10-24,8,sl
2023-10-25,7,sl
2023-10-26,11,sl
2023-10-27,13,sl
2023-10-28,8,sl
2023-10-29,4,sl
2023-10-30,14,sl
2023-10-31,13,sl
2023-11-01,14,sl
2023-11-02,12,sl
2023-11-03,80,sl
2023-11-04,11,sl
2023-11-05,7,sl
2023-11-06,8,sl
2023-11-07,6,sl
2023-11-08,8,sl
2023-11-09,6,sl
2023-11-10,5,sl
2023-11-11,10,sl
2023-11-12,17,sl
2023-11-13,5,sl
2023-11-14,5,sl
2023-11-15,3,sl
2023-11-16,4,sl
2023-11-17,10,sl
2023-11-18,3,sl
2023-11-19,9,sl
2023-11-20,6,sl
2023-11-21,15,sl
2023-11-22,7,sl
2023-11-23,7,sl
2023-11-24,4,sl
2023-11-25,11,sl
2023-11-26,4,sl
2023-11-27,7,sl
2023-11-28,3,sl
2023-11-29,9,sl
2023-11-30,10,sl
2023-12-01,3,sl
2023-12-02,2,sl
2023-12-03,4,sl
2023-12-04,10,sl
2023-12-05,9,sl
2023-12-06,3,sl
2023-12-07,8,sl
2023-12-08,12,sl
2023-12-09,1,sl
2023-12-10,4,sl
2023-12-11,4,sl
2023-12-12,8,sl
2023-12-13,6,sl
2023-12-14,97,sl
2023-12-15,40,sl
2023-12-16,8,sl
2023-12-17,11,sl
2023-12-18,5,sl
2023-12-19,5,sl
2023-12-20,9,sl
2023-12-21,3,sl
2023-12-22,6,sl
2023-12-23,2,sl
2023-12-24,115,sl
2023-12-25,7,sl
2023-12-26,6,sl
2023-12-27,9,sl
2023-12-28,3,sl
2023-12-29,5,sl
2023-12-30,3,sl
2023-12-31,8,sl
2024-01-01,2,sl
2024-01-02,11,sl
2024-01-03,3,sl
2024-01-04,8,sl
2024-01-05,7,sl
2024-01-06,9,sl
2024-01-07,8,sl
2024-01-08,3,sl
2024-01-09,6,sl
2024-01-10,7,sl
2024-01-11,14,sl
2024-01-12,5,sl
2024-01-13,13,sl
2024-01-14,8,sl
2024-01-15,4,sl
2024-01-16,10,sl
2024-01-17,9,sl
2024-01-18,9,sl
2024-01-19,9,sl
2024-01-20,5,sl
2024-01-21,7,sl
2024-01-22,5,sl
2024-01-23,2,sl
2024-01-24,6,sl
2024-01-25,8,sl
2024-01-26,8,sl
2024-01-27,7,sl
2024-01-28,7,sl
2024-01-29,6,sl
2024-01-31,2,sl
2024-02-01,17,sl
2024-02-02,6,sl
2024-02-03,4,sl
2024-02-04,6,sl
2024-02-05,5,sl
2024-02-06,8,sl
2024-02-07,7,sl
2024-02-08,2,sl
2024-02-09,10,sl
2024-02-10,5,sl
2024-02-11,12,sl
2024-02-12,16,sl
2024-02-13,10,sl
2024-02-14,6,sl
2024-02-15,9,sl
2024-02-16,4,sl
2024-02-17,15,sl
2024-02-18,9,sl
2024-02-19,6,sl
2024-02-20,8,sl
2024-02-21,5,sl
2024-02-22,3,sl
2024-02-23,12,sl
2024-02-24,2,sl
2024-02-25,4,sl
2024-02-26,6,sl
2024-02-27,11,sl
2024-02-28,8,sl
2024-02-29,8,sl
2024-03-01,8,sl
2024-03-02,8,sl
2024-03-03,14,sl
2024-03-04,5,sl
2024-03-05,11,sl
2024-03-06,14,sl
2024-03-07,3,sl
2024-03-08,4,sl
2024-03-09,10,sl
2024-03-10,14,sl
2024-03-11,6,sl
2024-03-12,10,sl
2024-03-13,8,sl
2024-03-14,11,sl
2024-03-15,8,sl
2024-03-16,9,sl
2024-03-17,5,sl
2024-03-18,6,sl
2024-03-19,10,sl
2024-03-20,5,sl
2024-03-21,4,sl
2024-03-22,11,sl
2024-03-23,7,sl
2024-03-24,17,sl
2024-03-25,12,sl
2024-03-26,5,sl
2024-03-27,5,sl
2024-03-28,7,sl
2024-03-29,20,sl
2024-03-30,21,sl
2024-03-31,12,sl
2024-04-01,8,sl
2024-04-02,8,sl
2024-04-03,11,sl
2024-04-04,10,sl
2024-04-05,1,sl
2024-04-06,10,sl
2024-04-07,5,sl
2024-04-08,6,sl
2024-04-09,10,sl
2024-04-10,4,sl
2024-04-11,8,sl
2024-04-12,2,sl
2024-04-14,1,sl
2024-04-15,7,sl
2024-04-16,9,sl
2024-04-17,12,sl
2024-04-18,7,sl
2024-04-19,4,sl
2024-04-20,15,sl
2024-04-21,6,sl
2024-04-22,9,sl
2024-04-23,19,sl
2024-04-24,15,sl
2024-04-25,20,sl
2024-04-26,12,sl
2024-04-27,11,sl
2024-04-28,11,sl
2024-04-29,2,sl
2024-04-30,3,sl
2024-05-01,9,sl
2024-05-02,2,sl
2024-05-03,12,sl
2024-05-04,20,sl
2024-05-05,14,sl
2024-05-06,4,sl
2024-05-07,8,sl
2024-05-08,9,sl
2024-05-09,4,sl
2024-05-10,11,sl
2024-05-11,2,sl
2024-05-12,6,sl
2024-05-13,6,sl
2024-05-14,7,sl
2024-05-15,9,sl
2024-05-16,7,sl
2024-05-17,7,sl
2024-05-18,3,sl
2024-05-19,6,sl
2024-05-20,6,sl
2024-05-21,6,sl
2024-05-22,5,sl
2024-05-23,2,sl
2024-05-24,1,sl
2024-05-25,6,sl
2024-05-26,3,sl
2024-05-27,9,sl
2024-05-28,7,sl
2024-05-29,5,sl
2024-05-30,9,sl
2024-05-31,3,sl
2024-06-01,4,sl
2024-06-02,5,sl
2024-06-03,5,sl
2024-06-04,7,sl
2024-06-05,3,sl
2024-06-06,5,sl
2024-06-07,6,sl
2024-06-08,7,sl
2024-06-09,5,sl
2024-06-10,6,sl
2024-06-11,4,sl
2024-06-12,6,sl
2024-06-13,4,sl
2024-06-14,3,sl
2024-06-15,9,sl
2024-06-16,5,sl
2024-06-17,3,sl
2024-06-18,4,sl
2024-06-19,6,sl
2024-06-20,6,sl
2024-06-21,5,sl
2024-06-22,5,sl
2024-06-23,5,sl
2024-06-24,9,sl
2024-06-25,5,sl
2024-06-26,2,sl
2024-06-27,6,sl
2024-06-28,7,sl
2024-06-29,7,sl
2024-06-30,5,sl
2024-07-01,4,sl
2024-07-02,8,sl
2024-07-03,7,sl
2024-07-04,4,sl
2024-07-05,6,sl
2024-07-06,10,sl
2024-07-07,2,sl
2024-07-08,6,sl
2024-07-09,7,sl
2024-07-10,3,sl
2024-07-11,3,sl
2024-07-12,5,sl
2024-07-13,3,sl
2024-07-14,2,sl
2024-07-15,6,sl
2024-07-16,2,sl
2024-07-17,2,sl
2024-07-18,4,sl
2024-07-19,4,sl
2024-07-20,8,sl
2024-07-21,2,sl
2024-07-22,3,sl
2024-07-23,4,sl
2024-07-24,10,sl
2024-07-25,2,sl
2024-07-26,8,sl
2024-07-27,6,sl
2024-07-28,1,sl
2024-07-29,6,sl
2024-07-30,3,sl
2024-07-31,4,sl
2024-08-01,6,sl
2024-08-02,8,sl
2024-08-03,2,sl
2024-08-04,3,sl
2024-08-05,6,sl
2024-08-06,5,sl
2024-08-07,2,sl
2024-08-08,2,sl
2024-08-09,8,sl
2024-08-10,2,sl
2024-08-11,1,sl
2024-08-12,6,sl
2024-08-13,5,sl
2024-08-14,7,sl
2024-08-15,2,sl
2024-08-16,5,sl
2024-08-17,3,sl
2024-08-18,4,sl
2024-08-19,5,sl
2024-08-20,7,sl
2024-08-21,8,sl
2024-08-22,2,sl
2024-08-23,11,sl
2024-08-24,4,sl
2024-08-25,3,sl
2024-08-26,6,sl
2024-08-27,3,sl
2024-08-28,6,sl
2024-08-29,4,sl
2024-08-30,2,sl
2024-08-31,10,sl
2024-09-01,5,sl
2024-09-02,4,sl
2024-09-03,3,sl
2024-09-04,5,sl
2024-09-05,4,sl
2024-09-06,2,sl
2024-09-07,3,sl
2024-09-08,1,sl
2024-09-09,6,sl
2024-09-10,9,sl
2024-09-11,6,sl
2024-09-12,2,sl
2024-09-13,4,sl
2024-09-14,6,sl
2024-09-15,1,sl
2024-09-16,4,sl
2024-09-17,3,sl
2024-09-18,5,sl
2024-09-19,10,sl
2024-09-20,1,sl
2024-09-21,2,sl
2024-09-22,5,sl
2024-09-23,1,sl
2024-09-24,4,sl
2024-09-25,4,sl
2024-09-26,4,sl
2024-09-27,7,sl
2024-09-28,5,sl
2024-09-29,3,sl
2024-09-30,4,sl
2024-10-01,7,sl
2024-10-02,4,sl
2024-10-03,7,sl
2024-10-04,6,sl
2024-10-05,5,sl
2024-10-06,7,sl
2024-10-07,4,sl
2024-10-08,5,sl
2024-10-09,11,sl
2024-10-10,2,sl
2024-10-11,2,sl
2024-10-12,7,sl
2024-10-13,9,sl
2024-10-14,6,sl
2024-10-15,7,sl
2024-10-16,6,sl
2024-10-17,2,sl
2024-10-18,1,sl
2024-10-19,8,sl
2024-10-20,5,sl
2024-10-21,3,sl
2024-10-22,5,sl
2024-10-23,11,sl
2024-10-24,9,sl
2024-10-25,7,sl
2024-10-26,6,sl
2024-10-27,7,sl
2024-10-28,4,sl
2024-10-29,2,sl
2024-10-30,6,sl
2024-10-31,2,sl
2024-11-01,3,sl
2024-11-02,3,sl
2024-11-03,2,sl
2024-11-04,3,sl
2024-11-05,2,sl
2024-11-06,2,sl
2024-11-07,3,sl
2024-11-08,4,sl
2024-11-09,5,sl
2024-11-10,1,sl
2024-11-12,7,sl
2024-11-13,2,sl
2024-11-14,3,sl
2024-11-15,3,sl
2024-11-16,7,sl
2024-11-17,5,sl
2024-11-18,6,sl
2024-11-19,6,sl
2024-11-20,3,sl
2024-11-21,9,sl
2024-11-22,2,sl
2024-11-23,9,sl
2024-11-24,4,sl
2024-11-25,5,sl
2024-11-26,4,sl
2024-11-27,4,sl
2024-11-28,8,sl
2024-11-29,7,sl
2024-11-30,9,sl
2024-12-01,4,sl
2024-12-02,8,sl
2024-12-03,12,sl
2024-12-04,6,sl
2024-12-05,9,sl
2024-12-06,10,sl
2024-12-07,6,sl
2024-12-08,6,sl
2024-12-09,5,sl
2024-12-10,8,sl
2024-12-11,9,sl
2024-12-12,3,sl
2024-12-13,6,sl
2024-12-14,5,sl
2024-12-15,7,sl
2024-12-16,5,sl
2024-12-17,7,sl
2024-12-18,4,sl
2024-12-19,5,sl
2024-12-20,4,sl
2024-12-21,6,sl
2024-12-22,4,sl
2024-12-23,9,sl
2024-12-24,5,sl
2024-12-25,2,sl
2024-12-26,7,sl
2024-12-27,5,sl
2024-12-28,6,sl
2024-12-29,7,sl
2024-12-30,6,sl
2024-12-31,5,sl
2025-01-01,4,sl
2025-01-02,10,sl
2025-01-03,3,sl
2025-01-04,5,sl
2025-01-05,6,sl
2025-01-06,6,sl
2025-01-07,5,sl
2025-01-08,6,sl
2025-01-09,5,sl
2025-01-10,10,sl
2025-01-11,3,sl
2025-01-12,9,sl
2025-01-13,4,sl
2025-01-14,8,sl
2025-01-15,7,sl
2025-01-16,3,sl
2025-01-17,2,sl
2025-01-18,7,sl
2025-01-19,11,sl
2025-01-20,4,sl
2025-01-21,4,sl
2025-01-22,11,sl
2025-01-23,4,sl
2025-01-24,9,sl
2025-01-25,4,sl
2025-01-26,5,sl
2025-01-27,6,sl
2025-01-28,6,sl
2025-01-29,2,sl
2025-01-30,4,sl
2025-01-31,4,sl
2025-02-01,6,sl
2025-02-02,6,sl
2025-02-03,9,sl
2025-02-04,4,sl
2025-02-05,5,sl
2025-02-06,5,sl
2025-02-07,3,sl
2025-02-08,6,sl
2025-02-09,13,sl
2025-02-10,7,sl
2025-02-11,10,sl
2025-02-12,4,sl
2025-02-13,5,sl
2025-02-14,8,sl
2025-02-15,4,sl
2025-02-16,5,sl
2025-02-17,4,sl
2025-02-18,10,sl
2025-02-19,4,sl
2025-02-20,3,sl
2025-02-21,9,sl
2025-02-22,4,sl
2025-02-23,7,sl
2025-02-24,13,sl
2025-02-25,3,sl
2025-02-26,5,sl
2025-02-27,10,sl
2025-02-28,7,sl
2025-03-01,4,sl
2025-03-02,4,sl
2025-03-03,11,sl
2025-03-04,4,sl
2025-03-05,7,sl
2025-03-06,9,sl
2025-03-07,3,sl
2025-03-08,4,sl
2025-03-09,6,sl
2025-03-10,3,sl
2025-03-11,8,sl
2025-03-12,4,sl
2025-03-13,5,sl
2025-03-14,5,sl
2025-03-15,5,sl
2025-03-16,5,sl
2025-03-17,9,sl
2025-03-18,7,sl
2025-03-19,13,sl
2025-03-20,2,sl
2025-03-21,6,sl
2025-03-22,5,sl
2025-03-23,7,sl
2025-03-24,2,sl
2025-03-25,6,sl
2025-03-26,6,sl
2025-03-27,6,sl
2025-03-28,4,sl
2025-03-29,7,sl
2025-03-30,4,sl
2025-03-31,10,sl
2025-04-01,3,sl
2025-04-02,8,sl
2025-04-03,7,sl
2025-04-04,7,sl
2025-04-05,7,sl
2025-04-06,7,sl
2025-04-07,3,sl
2025-04-08,8,sl
2025-04-09,7,sl
2025-04-10,7,sl
2025-04-11,7,sl
2025-04-12,6,sl
2025-04-13,18,sl
2025-04-14,20,sl
2025-04-15,2,sl
2025-04-16,6,sl
2025-04-17,6,sl
2025-04-18,6,sl
2025-04-19,5,sl
2025-04-20,7,sl
2025-04-21,5,sl
2025-04-22,6,sl
2025-04-23,15,sl
2025-04-24,6,sl
2025-04-25,8,sl
2025-04-26,14,sl
2025-04-27,9,sl
2025-04-28,7,sl
2025-04-29,2,sl
2025-04-30,5,sl
2025-05-01,4,sl
2025-05-02,11,sl
2025-05-03,8,sl
2025-05-04,7,sl
2025-05-05,7,sl
2025-05-06,11,sl
2025-05-07,1,sl
2025-05-08,8,sl
2025-05-09,3,sl
2025-05-10,7,sl
2025-05-11,3,sl
2025-05-12,6,sl
2025-05-13,1,sl
2025-05-14,4,sl
2025-05-15,4,sl
2025-05-16,5,sl
2025-05-17,4,sl
2025-05-18,4,sl
2025-05-19,7945,sl
2025-05-20,4,sl
2025-05-21,7,sl
2025-05-22,9,sl
2025-05-23,14,sl
2025-05-24,23,sl
2025-05-25,14,sl
2025-05-26,12,sl
2025-05-27,6,sl
2025-05-28,9,sl
2025-05-29,10,sl
2025-05-30,8,sl
2025-05-31,6,sl
2025-06-01,12,sl
2025-06-02,6,sl
2025-06-03,9,sl
2025-06-04,7,sl
2025-06-05,7,sl
2025-06-06,12,sl
2025-06-07,10,sl
2025-06-08,7,sl
2025-06-09,12,sl
2025-06-10,8,sl
2025-06-11,8,sl
2025-06-12,11,sl
2025-06-13,11,sl
2025-06-14,5,sl
2025-06-15,12,sl
2025-06-16,9,sl
2025-06-17,17,sl
2025-06-18,5,sl
2025-06-19,8,sl
2025-06-20,7,sl
2025-06-21,5,sl
2025-06-22,8,sl
2025-06-23,7,sl
2025-06-24,8,sl
2025-06-25,11,sl
2025-06-26,11,sl
2025-06-27,7,sl
2025-06-28,10,sl
2025-06-29,5,sl
2025-06-30,9,sl
2025-07-01,10,sl
2025-07-02,7,sl
2025-07-03,3,sl
2025-07-04,2,sl
2025-07-05,3,sl
2025-07-06,4,sl
2025-07-07,5,sl
2025-07-08,4,sl
2025-07-09,3,sl
2025-07-10,5,sl
2025-07-11,5,sl
2025-07-12,9,sl
2025-07-13,3,sl
2025-07-14,4,sl
2025-07-15,5,sl
2025-07-16,12,sl
2025-07-17,4,sl
2025-07-18,4,sl
2025-07-19,5,sl
2025-07-20,5,sl
2025-07-21,5,sl
2025-07-22,1,sl
2025-07-23,6,sl
2025-07-24,7,sl
2025-07-25,5,sl
2025-07-26,6,sl
2025-07-27,5,sl
2025-07-28,3,sl
2025-07-29,9,sl
2025-07-30,7,sl
2025-07-31,3,sl
2025-08-01,5,sl
2025-08-02,6,sl
2025-08-03,7,sl
2025-08-04,5,sl
2025-08-05,4,sl
2025-08-06,5,sl
2025-08-07,2,sl
2025-08-08,7,sl
2025-08-09,4,sl
2025-08-10,1,sl
2025-08-11,5,sl
2025-08-12,5,sl
2025-08-13,4,sl
2025-08-14,6,sl
2025-08-15,2,sl
2025-08-16,2,sl
2025-08-17,2,sl
2025-08-18,4,sl
2025-08-19,3,sl
2025-08-20,4,sl
2025-08-21,5,sl
2025-08-22,6,sl
2025-08-23,1,sl
2025-08-24,5,sl
2025-08-25,3,sl
2025-08-26,5,sl
2025-08-27,2,sl
2025-08-28,6,sl
2025-08-29,3,sl
2025-08-30,4,sl
2025-08-31,6,sl
2025-09-01,4,sl
2025-09-02,3,sl
2025-09-03,10,sl
2025-09-04,4,sl
2025-09-05,6,sl
2025-09-06,4,sl
2025-09-07,3,sl
2025-09-08,3,sl
2025-09-09,7,sl
2025-09-10,7,sl
2025-09-11,5,sl
2025-09-12,2,sl
2025-09-13,5,sl
2025-09-14,3,sl
2025-09-15,5,sl
2025-09-16,3,sl
2025-09-17,5,sl
2025-09-18,5,sl
2025-09-19,12,sl
2025-09-20,3,sl
2025-09-21,6,sl
2025-09-22,12,sl
2025-09-23,5,sl
2025-09-24,1,sl
2025-09-25,11,sl
2025-09-26,6,sl
2025-09-27,5,sl
2025-09-28,5,sl
2025-09-29,8,sl
2025-09-30,7,sl
2025-10-01,10,sl
2025-10-02,6,sl
2025-10-03,5,sl
2025-10-04,1,sl
2025-10-05,5,sl
2025-10-06,3,sl
2025-10-07,4,sl
2025-10-08,5,sl
2025-10-09,12,sl
2025-10-10,13,sl
2025-10-11,13,sl
2025-10-12,10,sl
2025-10-13,26,sl
2025-10-14,20,sl
2025-10-15,20,sl
2025-10-16,26,sl
2025-10-17,17,sl
2025-10-18,21,sl
2025-10-19,21,sl
2025-10-20,17,sl
2025-10-21,16,sl
2025-10-22,23,sl
2025-10-23,13,sl
2025-10-24,24,sl
2025-10-25,13,sl
2025-10-26,17,sl
2025-10-27,12,sl
2025-10-28,12,sl
2025-10-29,8,sl
2025-10-30,11,sl
2025-10-31,8,sl
2025-11-01,12,sl
2025-11-02,14,sl
2025-11-03,4,sl
2025-11-04,14,sl
2025-11-05,13,sl
2025-11-06,10,sl
2025-11-07,2,sl
2025-11-08,7,sl
2025-11-09,4,sl
2025-11-10,8,sl
2025-11-11,5,sl
2025-11-12,5,sl
2025-11-13,4,sl
2025-11-14,4,sl
2025-11-15,3,sl
2025-11-16,5,sl
2025-11-17,4,sl
2025-11-18,3,sl
2025-11-19,5,sl
2025-11-20,5,sl
2025-11-21,3,sl
2025-11-22,7,sl
2025-11-23,2,sl
2025-11-24,8,sl
2025-11-25,2,sl
2025-11-26,5,sl
2025-11-27,6,sl
2025-11-28,1,sl
2025-11-29,1,sl
2025-11-30,1,sl
2025-12-01,6,sl
2025-12-02,3,sl
2025-12-03,3,sl
2025-12-04,9,sl
2025-12-05,4,sl
2025-12-06,6,sl
2025-12-07,2,sl
2025-12-08,8,sl
2025-12-09,6,sl
2025-12-10,3,sl
2025-12-11,2,sl
2025-12-12,9,sl
2025-12-13,1,sl
2025-12-14,3,sl
2025-12-15,6,sl
2025-12-16,4,sl
2025-12-17,7,sl
2025-12-18,12,sl
2025-12-19,8,sl
2025-12-20,7,sl
2025-12-21,6,sl
2025-12-22,3,sl
2025-12-23,6,sl
2025-12-24,3,sl
2025-12-25,10,sl
2025-12-26,5,sl
2025-12-27,6,sl
2025-12-28,13,sl
2025-12-29,5,sl
2025-12-30,1,sl
2025-12-31,8,sl
2026-01-01,2,sl
2026-01-02,4,sl
2026-01-03,4,sl
2026-01-04,7,sl
2026-01-05,1,sl
2026-01-06,2,sl
2026-01-07,2,sl
2026-01-08,5,sl
2026-01-09,5,sl
2026-01-10,2,sl
2026-01-11,8,sl
2026-01-12,1,sl
2026-01-13,6,sl
2026-01-14,3,sl
2026-01-15,3,sl
2026-01-16,3,sl
2026-01-17,5,sl
2026-01-18,4,sl
2026-01-19,9,sl
2026-01-20,7,sl
2026-01-21,5,sl
2026-01-22,3,sl
2026-01-23,3,sl
2026-01-24,6,sl
2026-01-25,2,sl
2026-01-26,3,sl
2026-01-27,5,sl
2026-01-28,7,sl
2026-01-29,4,sl
2026-01-30,5,sl
2026-01-31,3,sl
2026-02-01,2,sl
2026-02-02,7,sl
2026-02-03,3,sl
2026-02-04,3,sl
2026-02-05,7,sl
2026-02-06,4,sl
2026-02-07,5,sl
2026-02-08,2,sl
2026-02-09,5,sl
2026-02-10,7,sl
2026-02-11,7,sl
2026-02-12,3,sl
2026-02-13,3,sl
2026-02-14,7,sl
2026-02-15,2,sl
2026-02-16,8,sl
2026-02-17,2,sl
2026-02-18,4,sl
2026-02-19,4,sl
2026-02-20,4,sl
2026-02-21,4,sl
2026-02-22,1,sl
2026-02-23,4,sl
2026-02-24,2,sl
2026-02-25,4,sl
2026-02-26,6,sl
2026-02-27,5,sl
2026-02-28,1,sl
2026-03-01,2,sl
2026-03-02,2,sl
2026-03-03,3,sl
2026-03-04,6,sl
2026-03-05,6,sl
2026-03-06,1,sl
2026-03-07,3,sl
2026-03-08,13,sl
2026-03-09,4,sl
2026-03-10,1,sl
2026-03-11,7,sl
2026-03-12,2,sl
2026-03-13,6,sl
2026-03-14,4,sl
2026-03-15,4,sl
2026-03-16,3,sl
2026-03-17,2,sl
2026-03-18,3,sl
2026-03-19,1,sl
2026-03-20,3,sl
2026-03-21,3,sl
2026-03-22,1,sl
2026-03-23,3,sl
2026-03-24,3,sl
2026-03-25,2,sl
2026-03-26,6,sl
2026-03-27,6,sl
2026-03-28,3,sl
2026-03-29,2,sl
2026-03-30,3,sl
2026-03-31,5,sl
2026-04-01,6,sl
2026-04-02,1,sl
2026-04-03,11,sl
2026-04-04,1,sl
2026-04-05,3,sl
2026-04-06,5,sl
2026-04-07,2,sl
2026-04-08,2,sl
2026-04-09,4,sl
2026-04-10,4,sl
2026-04-11,5,sl
2026-04-12,5,sl
2026-04-13,5,sl
2026-04-15,2,sl
2022-01-02,1,sv
2022-01-04,1,sv
2022-01-06,2,sv
2022-01-08,1,sv
2022-01-10,1,sv
2022-01-12,2,sv
2022-01-14,1,sv
2022-01-16,1,sv
2022-01-18,1,sv
2022-01-19,2,sv
2022-01-20,1,sv
2022-01-21,1,sv
2022-01-25,1,sv
2022-01-27,2,sv
2022-01-29,1,sv
2022-01-31,2,sv
2022-02-02,1,sv
2022-02-04,2,sv
2022-02-06,11,sv
2022-02-07,79,sv
2022-02-08,19,sv
2022-02-09,29,sv
2022-02-10,37,sv
2022-02-11,35,sv
2022-02-12,27,sv
2022-02-13,25,sv
2022-02-14,28,sv
2022-02-15,32,sv
2022-02-16,19,sv
2022-02-17,22,sv
2022-02-18,35,sv
2022-02-19,21,sv
2022-02-20,22,sv
2022-02-21,35,sv
2022-02-22,29,sv
2022-02-23,40,sv
2022-02-24,24,sv
2022-02-25,33,sv
2022-02-26,22,sv
2022-02-27,27,sv
2022-02-28,35,sv
2022-03-01,43,sv
2022-03-02,35,sv
2022-03-03,33,sv
2022-03-04,18,sv
2022-03-05,38,sv
2022-03-06,30,sv
2022-03-07,38,sv
2022-03-08,58,sv
2022-03-09,49,sv
2022-03-10,51,sv
2022-03-11,60,sv
2022-03-12,82,sv
2022-03-13,54,sv
2022-03-14,48,sv
2022-03-15,91,sv
2022-03-16,48,sv
2022-03-17,46,sv
2022-03-18,48,sv
2022-03-19,41,sv
2022-03-20,49,sv
2022-03-21,38,sv
2022-03-22,51,sv
2022-03-23,37,sv
2022-03-24,51,sv
2022-03-25,34,sv
2022-03-26,31,sv
2022-03-27,46,sv
2022-03-28,34,sv
2022-03-29,53,sv
2022-03-30,95,sv
2022-03-31,35,sv
2022-04-01,53,sv
2022-04-02,25,sv
2022-04-03,39,sv
2022-04-04,44,sv
2022-04-05,88,sv
2022-04-06,110,sv
2022-04-07,103,sv
2022-04-08,69,sv
2022-04-09,39,sv
2022-04-10,36,sv
2022-04-11,26,sv
2022-04-12,34,sv
2022-04-13,29,sv
2022-04-14,30,sv
2022-04-15,45,sv
2022-04-16,30,sv
2022-04-17,27,sv
2022-04-18,23,sv
2022-04-19,41,sv
2022-04-20,38,sv
2022-04-21,34,sv
2022-04-22,35,sv
2022-04-23,35,sv
2022-04-24,47,sv
2022-04-25,22,sv
2022-04-26,35,sv
2022-04-27,48,sv
2022-04-28,32,sv
2022-04-29,134,sv
2022-04-30,40,sv
2022-05-01,18,sv
2022-05-02,41,sv
2022-05-03,41,sv
2022-05-04,28,sv
2022-05-05,29,sv
2022-05-06,37,sv
2022-05-07,35,sv
2022-05-08,37,sv
2022-05-09,36,sv
2022-05-10,36,sv
2022-05-11,32,sv
